Contents,Province,Date,Users,like_counts
车票更贵了，比原来贵了不少！,北京 东城区,Mon Apr 22 15:19:49  2024,许文杰15,0
多短算短途，12个小时车程算短途？,河南 信阳,Mon Apr 22 15:19:48  2024,如风124,0
我也是，才买的，首发站有票，第二站买就没票了,其他,Mon Apr 22 15:19:48  2024,但见木犀香里,0
今年感觉很明显…中间的没有，一看全程的票还有剩余，只能赶紧买了全程的票，只需245的路程，花了320[允悲]  好像越这样，买到所需区间的概率越低，但是为了能回去，也没办法，唉。,陕西 西安,Mon Apr 22 15:19:48  2024,景暮景阳,10
之前买也是这种情况，多买几站就有票，买实际站就没票，终于曝光了。,海南 三亚,Mon Apr 22 15:19:47  2024,漠鱼的夏天,0
投诉压根没用，官方真的是中奸商赚差价，你又不得不买长乘短,广东 广州,Mon Apr 22 15:19:47  2024,张泽伟02445,0
不用质疑，真事[笑cry][笑cry][笑cry]让我多买五站[苦涩][苦涩],其他,Mon Apr 22 15:19:45  2024,Feier_zj,0
应将“买长乘短”造成的【空驶率】纳入对“”高铁票务工作“”的绩效考核中@中国交通,北京 朝阳区,Mon Apr 22 15:19:44  2024,CaneSky,1
那叫纵容吗？那叫逼迫。,其他,Mon Apr 22 15:19:35  2024,又异村,0
高铁亏得钱，她来补吗？,江西 南昌,Mon Apr 22 15:19:32  2024,丁联毅,0
应该是没有十全十美的算法吧，优先买长乘短分配问题基于概率还是？,海外,Mon Apr 22 15:19:23  2024,喜欢讲道李,0
终于上热搜了[收到] 多少限制一下吧 区间内中长途放票数量不太合理,河南,Mon Apr 22 15:19:21  2024,好运来找我_,0
从重庆到武汉，买到合肥，少一站就是无票，250的票买成380,其他,Mon Apr 22 15:19:04  2024,滚滚也有江湖,0
烦请用词准确些，什么叫“纵容”，分明是“胁迫”[打脸][打脸][打脸][打脸][打脸],其他,Mon Apr 22 15:19:03  2024,阿尔法虎虎,0
8天以前退票不收手续费。如果候补到票已经是8天内了，而且只给候补到回程，不给去程。这不就是变相强制收手续费吗？！又是压着钱又是收手续费，赚钱都这么赚了吗,天津 河西区,Mon Apr 22 15:18:59  2024,Meeiii_z,0
是看中国铁路运输发展太快。实在是忍不了，要挑拨铁路运输的矛盾和问题了吧。,北京,Mon Apr 22 15:18:59  2024,时间见证一切y,0
网友也挺有意思，武汉到唐山的就不应该有票？就只放武汉到天津的是么？你又不能确定具体什么时候去哪儿的人多还是少，你放天津的多了，到唐山的肯定就不够，也对坐个卧铺还想买上铺跟人换下铺呢，,北京,Mon Apr 22 15:18:50  2024,啦咔咔卡带了,1
长途多放票  短途少放票[doge],江苏 苏州,Mon Apr 22 15:18:43  2024,斌哥哥-HB,0
中国这么多人，怎么会有人觉得有些地方冷门没人去啊[傻眼][傻眼][傻眼][傻眼]旅游旺季哪里不是人挤人,湖南 长沙,Mon Apr 22 15:18:40  2024,存勛,1
反正节假日根本不敢买实际的，总是要多买两三个站才安心,广东 深圳,Mon Apr 22 15:18:41  2024,大屿胖予,0
20号给我妈买票，她手术不到一年，生活能自理，但是肯定爬不上去中铺，买个软卧 多花二百块钱 买到了终点，又多花钱换下铺，里外里都快多花一倍的钱了，我家还能负担的起这几百块，同样情况 舍不得花这个钱的大有人在，能不能适当的放一些票。,河北,Mon Apr 22 15:18:40  2024,你给我蜡笔小新一点哦,0
短的没票，全程就有票，中间的不配回家？,江苏 苏州,Mon Apr 22 15:18:39  2024,悲尽余欢,0
全是建议买长！凭什么啊！打工人的钱不是钱啊[doge],北京,Mon Apr 22 15:18:40  2024,巴特弗莱·本莱,0
滚,广东 广州,Mon Apr 22 15:18:25  2024,未命名方案2,0
吃相难看,江苏 苏州,Mon Apr 22 15:18:18  2024,爱摄影的祥祥,5
优先长途理解，未乘区间不退换不理解；一方面是多收费，一方面是影响转乘，可能时间冲突，无法买未乘坐车段同时段转乘车的车票。,广东 深圳,Mon Apr 22 15:18:17  2024,graceful__girl,0
主要是退票收手续费，我一般会买一个保底的贵票再候补，但是候补到退票也会有20％手续费[微笑]要是我能无压力候补就好了,四川,Mon Apr 22 15:18:09  2024,火锅只吃香油碟,0
我是只有首站到终点站有票，我在倒数第二站下，如果买倒数第二站开始放票就变成了候补，也不晓得到底放了没，每次只能被迫多终点站的……,其他,Mon Apr 22 15:17:56  2024,LING崽不忙,0
为什么就不能老子要去哪买哪？非要多花钱那你们是干什么吃的？,浙江 台州,Mon Apr 22 15:17:53  2024,到底谁在破防,0
终于有人说了，只要多买几站，点进去就是到终点,北京 朝阳区,Mon Apr 22 15:17:50  2024,Q雨梧桐,0
@拉赫玛尼诺喵,其他,Mon Apr 22 15:17:46  2024,黑化肥会挥hua,0
回复@大魔法海螺:坐地铁吗？,广东,Mon Apr 22 15:17:40  2024,雪丫头201203,0
有没有这种操作可能，临开车半个小时长途没有人坐，这些票就可以全部放开了,河北 邢台,Mon Apr 22 15:17:35  2024,月亮上的花园,0
该说不说，就是这样,湖北 黄石,Mon Apr 22 15:17:34  2024,阿毛毛9953770,0
站在铁路的角度，用户第一的前提下利益最大化无可厚非。但这样丧失了一般意义上的公平。,上海 浦东新区,Mon Apr 22 15:17:34  2024,看你简历蛮适合的,0
这种问题，我们乘车人 已经没办法了，接受妥协  为了能买到票,福建 南平,Mon Apr 22 15:17:27  2024,满天星YYDS,0
就是这样的[看书][看书][看书]我家在起始站的下一站，开售一个多小时了起始站一直显示有票，但是我家那里就是一直候补，要么我就老实排候补的队，要么就多花钱买多一站[融化][融化][融化],海外 美国,Mon Apr 22 15:17:23  2024,临溪放艇,0
可不可以有换位不换车的票，现在车那么多，反而票不够,山西 晋城,Mon Apr 22 15:17:19  2024,忘羡别来无恙,0
可是我连长途票也买不到[泪],吉林,Mon Apr 22 15:17:15  2024,南南的Spsrar,0
票要好买，谁愿意买长乘短……,其他,Mon Apr 22 15:17:10  2024,我以为八九不离十,0
在搞笑吧，你把长程票买了，那他们买啥，叽叽歪歪的,北京,Mon Apr 22 15:17:09  2024,鹿角子巷,0
优先满足长途不是很正常吗，尤其是节假日[黑线],河南,Mon Apr 22 15:17:05  2024,夏天的暗号_,3
买不到票，真的………,山西 吕梁,Mon Apr 22 15:16:56  2024,爱着-minhao,0
铁路就是这样，宣传每年增加多少车次多少特路线，但从来车票都不好买，经常两地跑，但每次提前一周买票都买不到，只能候补，好在基本上都能补到，但真补不到的话，还真没什么办法,其他,Mon Apr 22 15:16:36  2024,雨森霖ln,0
12306宠着你了 妈的[可怜][可怜][可怜]这钱全部被你们贪了吧,其他,Mon Apr 22 15:16:37  2024,气死辣今天love,0
春运期间你不多买几站基本是买不到票的,四川 广安,Mon Apr 22 15:16:35  2024,奈良撸鹿,0
去个北海，喊我多买七站，两百多的票一下要400多[允悲][允悲][允悲],广东 广州,Mon Apr 22 15:16:31  2024,进击小羊biubiu,0
长途优先,山东,Mon Apr 22 15:16:26  2024,树叶甘心为春风吹落,0
我们五个人买中间的任意一站都买不到，无奈只能多花一两百买从头到尾的[怒]明明有票，就是只给买的越全越远的出,河南 郑州,Mon Apr 22 15:16:25  2024,-这是鲨鸭-,0
[苦涩]春节和清明全是买的全程票,上海 浦东新区,Mon Apr 22 15:16:25  2024,摸鱼顺带写bug,0
不是第一年这样了,山东,Mon Apr 22 15:16:18  2024,我不是骑兵,0
换句话说想买到票就花高价钱，这跟黄牛没区别[挖鼻],其他,Mon Apr 22 15:16:18  2024,干李凉鸭,1
什么优先长途，是都建议大家都买全程票吧,上海 黄浦区,Mon Apr 22 15:16:16  2024,网络水军什么时候能消灭,0
@想做山神东堂尽八的发箍的cv念离,上海,Mon Apr 22 15:16:13  2024,xLONVEN,0
12306这么做，只能把车票和旅游套餐退了，还是在家乖乖的待着[doge]还赚了好几千[允悲],北京,Mon Apr 22 15:16:13  2024,lyastar,0
唉，这都是常规操作。从乘车站买一般买不到，从上一站买就能买到了。为铁路做了很多次贡献了[泪],河南 许昌,Mon Apr 22 15:16:12  2024,孜仲润舒,0
能不能管管啊,其他,Mon Apr 22 15:16:08  2024,full_sunbath,0
买长乘短，多花的钱退吗[微笑],广东 广州,Mon Apr 22 15:15:59  2024,猫猫的_毛线团,0
我买崇左到桂林没票，但是崇左到南宁，南宁到桂林分开买就有了，大概是贵了的,其他,Mon Apr 22 15:15:58  2024,Soliloquize00,0
哈哈哈哈好不容易抢到出去完的票了，回不来。除非多买三四站，要多付两百多块钱。[裂开],其他,Mon Apr 22 15:15:43  2024,乌托邦的小太阳33,0
笑死了，一开售秒没，候补也都秒满，惊掉下巴,其他,Mon Apr 22 15:15:29  2024,Qwj2070,0
越来越觉得它恶心，以前都能买到，现在次次买票都得加钱抢票，，，，无语,河南,Mon Apr 22 15:15:27  2024,简单点都好过,0
我觉得提前一个星期发的票是大量长途票加少量短途，提前四天是一半一半，提前两天是优先短途会不会好一点,湖北 武汉,Mon Apr 22 15:15:26  2024,晓风灬若柒,0
1111111111111 老子又他妈买不到票啦！ 关键这回往返都没买到！ 都要两倍票价才有全程票！ 过分了啊！ 12306你逮着假期薅羊毛来啦！ 真的过分了啊！！！！,山东 青岛,Mon Apr 22 15:15:25  2024,鱼丸粗面icon,0
买票都卷起来了，本来根本不需要买全程，短程也能有票；现在是只给全程放票，别人为了图安心就会多买买全程，让本来短途的人根本没有票买,其他,Mon Apr 22 15:15:24  2024,墩墩法维拉,0
携程上，既然显示有票，那买的时候为什么还要抢票？,海外,Mon Apr 22 15:15:18  2024,伊锡力恩的烟火,0
我过年回来就是这样，买到终点站有票，终点站前两站都没票。上车后一打听，全是买到终点站和我一样情况的 [喵喵],辽宁 沈阳,Mon Apr 22 15:15:04  2024,尹zhi恩,0
我都不懂什么叫短途长途，坐高铁哪怕只有两三个小时，那也算长途了吧，非要从南坐到北才算长途吗,江苏 无锡,Mon Apr 22 15:14:57  2024,Arc-ciel,0
笑死我从上海买到北京就有票 南京南上车到北京上一站保定就没票 本来六百能解决的事 一定要多赚我三百块吗？？,河北 保定,Mon Apr 22 15:14:53  2024,德瑜hr,0
这种就是技术问题无法攻克 我相信12306,浙江 杭州,Mon Apr 22 15:14:53  2024,杨大发明家,0
难怪有时坐短途有人站票但车里都没坐满,广东,Mon Apr 22 15:14:34  2024,梅乐好喝,0
一直都是这样的，只卖全程，短的就是没票,江苏 常州,Mon Apr 22 15:14:32  2024,TMGGZYZ,0
唉！昨天下单的，多买了一站就有票,其他,Mon Apr 22 15:14:26  2024,小Z-me,0
吃相太难看了，过了这么久，就不能再放点票出来？区间限售也不能这么搞啊,江苏 南京,Mon Apr 22 15:14:21  2024,onlyonlysunny,0
与民争利是一贯的了。,海外 美国,Mon Apr 22 15:14:15  2024,广播体操比赛落选手,0
是的，我今天候补的时候居然建议我买全程票，全程票200+，我目的地就60-70，真把我恶心吐了[吐],上海 黄浦区,Mon Apr 22 15:14:14  2024,网络水军什么时候能消灭,0
多收钱你有办法，少收钱你没办法了,江苏,Mon Apr 22 15:14:13  2024,八百只花萝,0
难道这不是事实？,河南,Mon Apr 22 15:14:10  2024,呜啦呜啦1you,0
不是纵容，是明目张胆堂而皇之，系统就提醒让你多买几站有座，特别是智行,河南 郑州,Mon Apr 22 15:14:09  2024,南国的孩子yoga,0
区间开售就候补，发车前5天还没候补到，去车站窗口问也是没票，最后被迫买了全程票，这区间票到底卖给谁了,其他,Mon Apr 22 15:14:08  2024,载我到未来,0
……越做越烂,重庆,Mon Apr 22 15:14:07  2024,如果你说要跳舞,0
现在的12306越来越神经,其他,Mon Apr 22 15:14:07  2024,WXC曾许人间第一流,0
不用质疑，事实就是这样干的,其他,Mon Apr 22 15:14:03  2024,穿越火线的pink小猪,0
能买上短途谁愿意花大价钱买长途啊，买武汉但北京的票，到点直接变成候补，不放票有什么办法啊，始发站票源很充足，本来三个人1500多的票价不得不从始发站买起，直接变成3000多，旅客都说冤大头吗…如果不放票或者放很少，能不能提前标志出来呢，比如预计放票多少张，也不至于盯着不放票的车次准备半天,其他,Mon Apr 22 15:13:58  2024,zimggie,0
吃相难看,广东 深圳,Mon Apr 22 15:13:59  2024,Zha查查查查小星,0
算了吧~以前从没现在如果难买过票，开票即候补，铁路一家独大，这种带有公共责任属性的企业吃像不要太难看,湖北 武汉,Mon Apr 22 15:13:57  2024,我叫小丸子_ho,0
得了吧，广州南到南宁东，就没见有多少人是到终点站的！！！！,广东 广州,Mon Apr 22 15:13:55  2024,Angel--HJX,0
高铁票高铁票买不到，高速高速堵车，假期假期少，大家都堆在一起出行，人的体验感不好。数据他倒是蹭蹭上去了,广东 汕尾,Mon Apr 22 15:13:53  2024,桂子有点随性,0
不建议买长乘短和买短乘长的话你倒是放票啊[老师爱你],其他,Mon Apr 22 15:13:40  2024,与你一程山路,0
长途没人乘，短途乘不了，可笑可笑,上海 普陀区,Mon Apr 22 15:13:39  2024,默默0u0,0
确实[赞],广东,Mon Apr 22 15:13:36  2024,花韵儿sr,1
真的很黑[笑cry]  能不能管管啊,江苏,Mon Apr 22 15:13:33  2024,闪耀的决定,1
的确是强迫买长乘短,辽宁,Mon Apr 22 15:13:34  2024,夕耀梧桐,0
今年春节刚刚经历过[汗],广东,Mon Apr 22 15:13:22  2024,zhugx009,0
卧铺修好了没？,北京,Mon Apr 22 15:13:19  2024,我是一只小蜜蜂_S,0
优先长途肯定合理啊 本来客运就是亏欠的 都卖短途 更加亏嘛了 另外短途就是会在发车前两天都放出的 确实就是人太多了 票太少了而已,广西,Mon Apr 22 15:13:16  2024,_旺旺碎碎冰丶,0
老外可能永远理解不了为什么坐200km的车要买500km的票  还是国人适应性比较强[doge],山西 太原,Mon Apr 22 15:13:15  2024,乔帮主爱地球,11
买短乘长就要补票，买长乘短不能退票，买长就有票，黑,广东 深圳,Mon Apr 22 15:13:06  2024,wanjinyou321,0
这是没事专找茬的外媒吧,北京,Mon Apr 22 15:13:07  2024,温柔的四喜,0
关键是你计算的长途短途需求量和放票量不相符啊[doge],其他,Mon Apr 22 15:13:04  2024,瓶瓶瓶瓶的第n个微博,0
问题就来了，买长乘短为啥不允许退款,其他,Mon Apr 22 15:12:59  2024,开拍哦耶-艾特150天,0
主要原因就是它们从来没有要过脸！,海外 乌克兰,Mon Apr 22 15:12:57  2024,闭门种菜,0
就是想多赚钱,福建 福州,Mon Apr 22 15:12:57  2024,五廿三biu,0
之前从天津到大兴机场 一张票都没有 只能加钱多买两站才有票，结果上车整个车厢五六个乘客，真是宁愿不卖也不给便宜票给你…,天津 南开区,Mon Apr 22 15:12:50  2024,老男孩AKIRA,0
理解长途优先，但是在临近发车日期的时候，能不能把没卖完的长途票放出来一定数量，加到“短途”上。去年国庆时回家我上车后有很多空位，但实际买票的时候非常难，现在想想那些空位应该就是所谓的长途有票吧[允悲],河南,Mon Apr 22 15:12:48  2024,飞翔的白蚁,0
真的離譜 短途票數量銳減，我回不了家了！,海外,Mon Apr 22 15:12:46  2024,小飛飛_peng,0
总有些大聪明说短途可以坐大巴啥的，不懂什么叫短途什么叫长途的，不要在那逼逼,北京,Mon Apr 22 15:12:42  2024,过眼云烟8616,0
一直都是啊,重庆 九龙坡区,Mon Apr 22 15:12:42  2024,明白着呢_,0
不想改而已,内蒙古 通辽,Mon Apr 22 15:12:39  2024,伯越,0
为啥要花钱找专人抢，自己抢不到，专人就能抢到？,内蒙古 赤峰,Mon Apr 22 15:12:35  2024,儒雅旋律,0
12306从来没有这么宣传过，都是第三方软件宣传，而且这也是大家私底下总结出来的买票诀窍，反正节假日，我宁愿多几个站买得到票就行。世上哪有那么好的事，既要又要？,广东 汕头,Mon Apr 22 15:12:29  2024,腹黑-嗯,0
喷12306的比较适合国外的公共交通[憧憬],其他,Mon Apr 22 15:12:26  2024,dreamlver11,0
不用质疑，就是事实。我就是买全程才买到票。多买几站。[弱][弱][弱],其他,Mon Apr 22 15:12:24  2024,Ucalyptus,0
短途的就不是乘客啦？,其他,Mon Apr 22 15:12:18  2024,伽德喑,0
未乘期间是不退还的 好意思说？那别人多坐几站你也别要钱,其他,Mon Apr 22 15:12:18  2024,可不可以1898,0
为什么不给一定比例  搞得乱七八糟,其他,Mon Apr 22 15:12:17  2024,沐阳欣欣丫儿,0
难道不是吗 买长途就有 短途就没有 我实在想不明白[微笑] 毁灭吧,山东 济南,Mon Apr 22 15:12:13  2024,Swagger-1999,1
这个就是导致目前为什么空座位很多但还有很多买到不票的人，不知道有关部门是怎么关注这个问题的，尤其是春运期间，凭什么强制乘客买长乘短呢，那些平时建议这建议那的专家怎么不出来建议下相关部门调整政策呀。,其他,Mon Apr 22 15:12:13  2024,YYY-半糖加冰,0
不按所购票面上下站都应该列入失信名单,浙江 杭州,Mon Apr 22 15:12:11  2024,huangtt1124,0
本来就是，早该处理了,其他,Mon Apr 22 15:12:08  2024,纪岁时,0
回复@一繁一花:你这脑子，都买全票了浪费啥啊？卖短途多了导致长途买不了才是真的浪费。,湖北 武汉,Mon Apr 22 15:12:06  2024,fwetrgda,1
长途有票，短途就是没票，确实是强迫我们去买长途的票[怒],福建 厦门,Mon Apr 22 15:12:04  2024,Maybaby-燕,0
所以就中途不放票，只放全程的票，让大家都去买全程票。问题是一趟列车有几个人是从始发站坐到终点站的？12306就强制赚钱呗，这就是私有化,北京,Mon Apr 22 15:11:52  2024,烤冷面多洋葱多加醋加醋加醋,0
应该短途都有座位，长途全部站票。。等着短途下车了你再坐一会。如果有人来了你继续站起来。。。[doge][doge]，这建议微博直接高潮了。。,湖北 武汉,Mon Apr 22 15:11:53  2024,呼啦啦拉拉啦啦,0
为什么没票？ 本来我从A买到B，但是12306不给票，必须让我多花钱从A买到C，多买了B到C的票。 这样有人想买B到C的，就没票了，导致买票更难了。 12306自己不优化算法，一刀切让旅客承担多买票的成本，维护他的利益最大化。根本不管B到C能不能买到票。 用最低的成本实现利益最大化。[doge],其他,Mon Apr 22 15:11:50  2024,花开-花落20889,0
合着就竟在这里薅羊毛了,河北,Mon Apr 22 15:11:48  2024,山山而川吶,0
服务人民币,浙江,Mon Apr 22 15:11:43  2024,荒屿仙人,0
提前一分钟蹲点抢票一秒售空 真的是一张票都没有了！！我想问到底放了几张票[微笑][微笑][微笑]连火车票都要搞饥饿营销？吃相不要太难看[微笑][微笑],重庆,Mon Apr 22 15:11:39  2024,ooSinsoledad,0
"就是纵容!!短途先开票,开票就没票.长途后开票,大把大把的票可以选[微笑]",广东,Mon Apr 22 15:11:38  2024,喵星蘇,0
自从高铁普及，没有了绿皮老祖之后，这票是越来越难买了,其他,Mon Apr 22 15:11:33  2024,小猪不乖啦1,0
买长乘短给退钱也行啊[摊手],河北,Mon Apr 22 15:11:29  2024,山山而川吶,0
揣着明白装糊涂,甘肃 天水,Mon Apr 22 15:11:28  2024,面包肚,0
携程天津到郑州没票，山海关到郑州有票，多花150🤷退了重买，已经候补上了,北京 朝阳区,Mon Apr 22 15:11:27  2024,-草莓小丸子li-,0
中国人就是当韭菜的命,北京 朝阳区,Mon Apr 22 15:11:22  2024,-_-真-_-,1
回复@一繁一花:反正钱他们赚到了，谁在乎有没有人做呢,吉林,Mon Apr 22 15:11:18  2024,薄荷酸奶糕,0
这辈子没想到中国铁路也要喷,其他,Mon Apr 22 15:11:17  2024,乐器没了也,0
我买敦煌到金昌没有票，于是我买了敦煌到玉门，玉门到嘉峪关，嘉峪关到金昌[苦涩]，同一天,甘肃,Mon Apr 22 15:11:12  2024,人间清醒富贵花花,0
又一个生财有道，跟重庆燃气有一比！,河北 秦皇岛,Mon Apr 22 15:11:11  2024,如胭往事,0
俺觉得没啥，最后都会放票出来。另外，售票窗口也会留一些票，毕竟不是所有人都会手机买票。买长乘短也是自己的选择，也要留票给始发站和终点站的。就好像买短途上车补票去远地一样。有些是没办法的，这已经是最好的方案了。,湖南,Mon Apr 22 15:11:10  2024,霜镜一道夜歌归,0
人家就是这样滴，爱买不买[doge],其他,Mon Apr 22 15:11:09  2024,矛矛盾盾2496,0
太早预定没有，但是发车前一天票好像更多一些,黑龙江 齐齐哈尔,Mon Apr 22 15:11:09  2024,就要简单微笑,0
不然怎么创收？[允悲]怪不得过年买邯郸到武汉没票，买北京到武汉就一堆票,福建 福州,Mon Apr 22 15:11:06  2024,Jimmy_Coria,0
我很贱吗,浙江 杭州,Mon Apr 22 15:11:00  2024,GivemeA_Break,0
本来的事,浙江,Mon Apr 22 15:10:58  2024,萨摩不耶Camille,0
评论区一群沙雕玩意，但凡买过票都不会说出强制买长乘短这种话。长途优先就是最优的策略，能有效避免运力资源碎片化，满足最大多数人的需求。在仍有座位剩余时，就会逐步给短程旅客放票，这就是推出候补功能的初衷。一群人官方候补不用，去高价买黄牛的票，还在这怨天怨地，真是好笑,广东 佛山,Mon Apr 22 15:10:55  2024,这是个神奇的家伙,1
太原回沈阳，必须买运城到沈阳的才有票[可爱]我们三个人多花好几百[嘻嘻],海外 加拿大,Mon Apr 22 15:10:55  2024,安妮与达西,0
比如我，被迫多买了5站，艹,江西 九江,Mon Apr 22 15:10:53  2024,娴情轶志,0
不买长乘短，哪有票啊。我回太原，都买呼和浩特或是银川的。买到底[汗]，到底啊。在太原下车[汗]。票还是一张一张捡漏的。[汗],其他,Mon Apr 22 15:10:41  2024,不高的圆小胖减肥ing,2
问题是感觉现在长途＝全程，这合理吗？[doge],天津,Mon Apr 22 15:10:39  2024,MarkeyJung,0
节假日这不是常规S操作么，难道家人们还抱有一丝幻想能正常抢到？[doge],上海 浦东新区,Mon Apr 22 15:10:36  2024,Quin_囍,0
笑死，12306又不是乘客肚子里的蛔虫，提前知道乘客买长乘短，然后不卖给乘客。要不让乘客写个保证书？乘客自己要多花几站钱，又拦不住。,其他,Mon Apr 22 15:10:36  2024,四喜sx,0
买的时候没票上车发现很多空位[doge],福建 福州,Mon Apr 22 15:10:32  2024,自渡sssssss,0
对比对比国外的高铁，国内的已经相当便宜了,江苏 南京,Mon Apr 22 15:10:29  2024,转运鲤鱼王,0
买长途没问题，但是也得考虑一下那种转来转去好几趟车的人吧，可怜可怜孩子放个票吧,其他,Mon Apr 22 15:10:29  2024,刘波刘海留疤er,0
去成都没票，非要买到重庆沙坪坝就有了，多掏几百,其他,Mon Apr 22 15:10:27  2024,xiaoxiaoaiqingtian39727,0
确实是这样，这就是变相的多收费，更气愤的是买了全程还是没票,其他,Mon Apr 22 15:10:27  2024,蒲公英781236632,0
支持严查,新疆,Mon Apr 22 15:10:26  2024,85-清離,0
每个区间都有固定票配额，肯定是优先满足长途需求。难不成优先满足短途的，优先满足短途那周五下班出北京的票估计大都是买到保定，石家庄，再远就别想着买了,河北 邯郸,Mon Apr 22 15:10:24  2024,姚长海河,1
嗯 可恶,其他,Mon Apr 22 15:10:21  2024,王四孙儿无唯粉,0
一比吊糟,江苏 扬州,Mon Apr 22 15:10:21  2024,漫漫是个乖宝宝,0
还是人民的铁道部好,湖北,Mon Apr 22 15:10:17  2024,Secret_travel,1
还有到香港西九龙的高铁，说车走了就改签不了，也不能退。补手续费什么的还能理解，干脆不能退就理解不了,广东 汕头,Mon Apr 22 15:10:17  2024,呸呸a-terrible-dream,0
有问题  建议严查,河北 邯郸,Mon Apr 22 15:10:06  2024,奶香味布丁儿,0
节假日前夕短途真的买不到票,其他,Mon Apr 22 15:10:00  2024,无几多烦恼,0
啥时候能实现中途下车退剩余未旅程的钱或者允许几天之内补做一次,安徽 阜阳,Mon Apr 22 15:09:54  2024,唯希DE梦想,0
它们就是这么干的，遇到过,安徽 芜湖,Mon Apr 22 15:09:54  2024,小明9199,0
什么玩意破营销号在这里发癫，真就世界都围着你们转呗,其他,Mon Apr 22 15:09:51  2024,_少年游丶,0
自从买过一次全程票后，就怀疑被系统记住了一直买不到正站票，卧铺上车后乘务员会统计有没有中途下车的，后面的也不会退，谁知道那后面的位置卖给谁了，你是比黄牛还黄牛真[doge]@中国铁路 @广州铁路 @长三角铁路 @西南铁路 @武汉铁路 @兰州铁路 @南昌铁路 @南宁铁路,广东 深圳,Mon Apr 22 15:09:49  2024,iChaoming,0
确实是这样，现在都逼着你多买几站才有票,上海 静安区,Mon Apr 22 15:09:46  2024,恋show,0
我每次买高铁票都是要买通票从成都到浙江的全程票才会有票，然后那个宜宾到浙江的票却没有我要多买两站。我这也不算很短程的路线吧。没次都要买全程的票真的有点贵要贵一百多勒[泪][泪][泪],云南,Mon Apr 22 15:09:45  2024,玺玺玺群儿啊,1
吃相越来越难看,其他,Mon Apr 22 15:09:39  2024,东部知识粪子,0
长途必然优先，这无可厚非，支持12306！,其他,Mon Apr 22 15:09:38  2024,醉了god,0
武汉到天津就优先买终点是天津站的，这有直接买到的几率大。武汉到天津，你买终点是哈尔滨或者沈阳的，12306肯定优先卖给东北方向的旅客啊。,上海,Mon Apr 22 15:09:35  2024,互联网巡回猎犬,0
一直都这样啊，不然我那么多年春节都是怎么抢到票的，都是买长乘短[黑线],其他,Mon Apr 22 15:09:33  2024,牙缝妞,0
你们才发现啊。早就发现了，长途有票，中长途没票,浙江 金华,Mon Apr 22 15:09:32  2024,琎静加油,0
那设个短途车厢算了,广东 广州,Mon Apr 22 15:09:32  2024,angle_joy,6
@忽闻长歌-,安徽 滁州,Mon Apr 22 15:09:28  2024,柒颗農糖,0
买的分乘的票 你们自己的车晚点 还耽误我时间 我还得求你们给我退票呗 还得我自己找这个找那个 [允悲],辽宁,Mon Apr 22 15:09:25  2024,涵T老G,0
从12306 上买不到，到售票厅后遇见黄牛，黄牛多加了300元，眼睁睁的看着他和售票厅工作人员沟通才拿到票,其他,Mon Apr 22 15:09:22  2024,财源滚滚福气满满升职加薪,1
就是铁路的局的腐败，买短程的人多，买长途的人少，逼迫买长乘短。,北京 东城区,Mon Apr 22 15:09:21  2024,桃花开开186,0
肯定先保障长途啊,湖北,Mon Apr 22 15:09:13  2024,苒苒儿宝贝,0
爱坐不坐,四川 成都,Mon Apr 22 15:09:08  2024,捉倪鳅儿,0
说白了，反正铁路不会亏，空不空有没有人是乘客的事,江西,Mon Apr 22 15:09:08  2024,路已成网线已成钢gdhh,0
算法是这样设计的，肯定是最大程度保证顾客和盈利啊,其他,Mon Apr 22 15:09:04  2024,团子jy1111,0
对，我从杭州到上海就是这个情况,其他,Mon Apr 22 15:09:01  2024,绕南墙,0
多买一站就有票很不错了，我昨天看的是我要多买7站才有票，还是继续候补吧,其他,Mon Apr 22 15:08:57  2024,Nqm7,0
什么长途短途的，辽宁省内一列动车，始发站到终点站有票，始发站下一站到终点站就没票了，就差一站就短途了？宁可让人买不到后面全程的票，也不能空跑一站？,其他,Mon Apr 22 15:08:55  2024,风不起长发,0
以前不是这样的！现在感觉不会买票了，买个高铁一堆换成，别说老人了，我都不会了！,其他,Mon Apr 22 15:08:51  2024,2024年的lemon,0
短途别设站了[嘻嘻],北京,Mon Apr 22 15:08:49  2024,天津尤文,1
这就是回家铁路局，坑人坑到底，拿我们的钱来养一帮闲人，为啥有票不让买，多买几站才有票，以特殊机制，限制潜在买票人，这算是差别对待嘛？@中国新闻周刊 @央视网 @央视新闻,天津 津南区,Mon Apr 22 15:08:48  2024,夏海的酷喵,0
买不到又要说我多买几站让我上去都不行么,江苏 无锡,Mon Apr 22 15:08:46  2024,月亮william123,0
这可是原铁道部,其他,Mon Apr 22 15:08:46  2024,eastweirdo,0
纵容？巨婴,山东 济南,Mon Apr 22 15:08:42  2024,会飞的鱼_73393,0
可以，退我差价就行[微笑],广东 广州,Mon Apr 22 15:08:42  2024,麦华德_,0
电、气、水、油都在抢钱，我们为什么不能？[doge],湖南 长沙,Mon Apr 22 15:08:32  2024,qepwqjw,0
@半夏微luo,山东 青岛,Mon Apr 22 15:08:27  2024,单车失窃记m,0
说话等于放p,海外,Mon Apr 22 15:08:26  2024,我想睡觉做梦,0
这有啥问题，[允悲][允悲],其他,Mon Apr 22 15:08:24  2024,紫轩夜安,0
